cik,accession_nr,filing_date
1707202,108514624004983,2024-10-17
1707202,108514625000498,2025-01-27
1707202,108514625002482,2025-04-30
1707202,108514625004228,2025-07-29
1707206,108514624001853,2024-04-16
1707206,108514624003204,2024-07-24
1707206,108514624004984,2024-10-17
1707206,108514625000499,2025-01-27
1707206,108514625002481,2025-04-30
1707206,108514625004227,2025-07-29
1707975,168964624000007,2024-11-14
1707975,170797524000003,2024-05-10
1707975,170797524000004,2024-08-07
1707975,170797525000002,2025-02-03
1707975,170797525000005,2025-04-29
1708139,170813924000004,2024-05-08
1708139,170813924000005,2024-08-02
1708139,170813924000008,2024-12-09
1708139,170813925000001,2025-02-11
1708139,170813925000003,2025-05-09
1709323,170932324000004,2024-05-15
1709323,170932324000005,2024-08-14
1709323,170932324000009,2024-11-14
1709323,170932325000001,2025-02-14
1709323,204358525000004,2025-05-15
1710477,108514624003119,2024-07-19
1710477,108514624005146,2024-10-25
1710477,108514625000552,2025-01-28
1710477,108514625002212,2025-04-22
1710477,108514625003971,2025-07-18
1710537,171053724000007,2024-06-11
1710537,171053724000008,2024-08-13
1710537,171053724000010,2024-11-08
1710537,171053725000001,2025-02-10
1710537,171053725000003,2025-05-13
1710951,142050624000994,2024-05-15
1710951,142050624001545,2024-08-14
1710951,142050624002555,2024-11-14
1710951,142050625000598,2025-02-14
1710951,142050625001288,2025-05-15
1713390,89914024000606,2024-05-15
1713390,89914024000884,2024-08-14
1713390,89914024001179,2024-11-12
1713390,89914025000187,2025-02-11
1713390,89914025000590,2025-05-12
1713662,139834424009661,2024-05-15
1713662,139834424014660,2024-08-14
1713662,139834424020407,2024-11-12
1713662,139834425003188,2025-02-21
1713662,139834425009148,2025-05-12
1715593,108514625000645,2025-01-30
1715593,108514625002596,2025-05-05
1715593,171559324000002,2024-05-03
1715593,171559324000003,2024-07-10
1715593,171559324000005,2024-11-13
1715740,171574024000003,2024-04-25
1715740,171574024000004,2024-07-31
1715740,171574024000008,2024-10-23
1715740,171574025000003,2025-01-30
1715740,171574025000005,2025-05-02
1715740,171574025000008,2025-07-30
1716399,117266124003087,2024-08-05
1716399,117266124004310,2024-10-18
1716399,117266125000836,2025-02-13
1716399,117266125001555,2025-05-01
1716399,117266125002632,2025-07-16
1719305,171930524000003,2024-04-25
1719305,171930524000004,2024-07-25
1719305,171930524000007,2024-11-01
1719305,171930525000002,2025-02-06
1719305,171930525000004,2025-05-02
1719305,171930525000005,2025-07-25
1720777,172077724000004,2024-05-20
1720777,172077724000005,2024-05-20
1720777,172077724000006,2024-10-08
1720777,172077724000007,2024-10-08
1720777,172077725000001,2025-02-14
1721242,172124224000007,2024-05-08
1721242,172124224000008,2024-08-02
1721242,172124224000011,2024-11-13
1721242,172124225000002,2025-02-13
1721242,172124225000004,2025-05-20
1721242,172124225000005,2025-07-22
1721608,172160824000002,2024-04-26
1721608,172160824000003,2024-07-31
1721608,172160824000004,2024-10-09
1721608,172160825000001,2025-01-23
1721608,172160825000002,2025-04-28
1721608,172160825000003,2025-07-31
1722512,172251224000006,2024-07-23
1722512,172251224000007,2024-10-21
1722512,172251225000002,2025-01-27
1722512,172251225000004,2025-05-07
1722512,172251225000006,2025-07-18
1724269,130852724000008,2024-10-23
1724269,172426924000002,2024-05-13
1724269,172426924000003,2024-05-31
1724269,172426924000005,2024-08-05
1724269,204358525000001,2025-02-04
1726808,158064224003625,2024-07-10
1726808,158064224006114,2024-10-09
1726808,158064225000289,2025-01-14
1726808,158064225002388,2025-04-15
1726808,158064225004320,2025-07-17
1728201,142050624000786,2024-05-13
1728201,142050624001338,2024-08-12
1728201,142050624002584,2024-11-15
1728201,142050625000576,2025-02-14
1728201,142050625000996,2025-05-13
1728201,142050625001642,2025-08-01
1728319,172831924000005,2024-05-06
1728319,172831924000007,2024-07-30
1728319,172831924000010,2024-10-30
1728319,172831925000002,2025-05-08
1728319,172831925000004,2025-08-04
1728319,204720125000002,2025-02-14
1729212,110465924061902,2024-05-15
1729212,110465924089603,2024-08-14
1729212,110465924118811,2024-11-14
1729212,110465925014092,2025-02-14
1729212,110465925049491,2025-05-15
1730145,121465924009037,2024-05-14
1730145,121465924014404,2024-08-14
1730145,121465924018845,2024-11-13
1730145,121465925002550,2025-02-13
1730145,121465925007536,2025-05-14
1730293,173029324000002,2024-05-01
1730293,173029324000003,2024-07-29
1730293,173029324000005,2024-10-25
1730293,173029325000001,2025-01-27
1730293,173029325000003,2025-04-28
1730525,173052524000005,2024-04-29
1730525,173052524000007,2024-07-16
1730525,173052524000009,2024-10-10
1730525,173052525000002,2025-01-22
1730525,173052525000003,2025-04-29
1730525,173052525000006,2025-07-30
1730896,173089624000004,2024-05-08
1730896,173089624000006,2024-08-07
1730896,173089624000012,2024-11-06
1730896,173089625000029,2025-02-12
1730896,173089625000030,2025-05-09
1730942,110465924060772,2024-05-14
1730942,110465924088098,2024-08-12
1730942,110465924118460,2024-11-14
1730942,110465925012588,2025-02-13
1730942,110465925047228,2025-05-12
1730960,110465924079499,2024-07-12
1730960,110465924107589,2024-10-10
1730960,110465925004762,2025-01-21
1730960,110465925035760,2025-04-17
1730960,110465925068609,2025-07-17
1731061,110465924056965,2024-05-03
1731061,110465924085316,2024-08-02
1731061,110465924116889,2024-11-12
1731061,110465925010344,2025-02-07
1731061,110465925043932,2025-05-02
1731118,110465924057204,2024-05-06
1731118,110465924082514,2024-07-25
1731118,110465924111641,2024-10-28
1731118,110465925007483,2025-01-30
1731118,110465925044788,2025-05-06
1731118,110465925072481,2025-07-31
1731152,173115224000004,2024-07-16
1731152,173115224000009,2024-10-21
1731152,173115225000001,2025-01-22
1731152,173115225000003,2025-04-17
1731152,173115225000005,2025-07-17
1731444,117266124002292,2024-05-14
1731444,117266124003135,2024-08-07
1731444,117266124004259,2024-10-15
1731444,117266125000955,2025-02-14
1731444,117266125001618,2025-05-08
1731444,117266125002739,2025-07-25
1734341,108514624002610,2024-05-15
1734341,108514624003970,2024-08-14
1734341,108514624005937,2024-11-14
1734341,108514625001662,2025-02-14
1734341,108514625003349,2025-05-15
1734493,173449324000004,2024-05-10
1734493,173449324000006,2024-07-31
1734493,173449324000008,2024-11-06
1734493,173449325000003,2025-02-06
1734493,173449325000007,2025-06-06
1735445,109991024000181,2024-04-11
1735445,109991024000274,2024-07-24
1735445,109991024000348,2024-10-16
1735445,109991025000049,2025-01-24
1735445,109991025000127,2025-04-14
1735445,109991025000198,2025-07-28
1736465,121465924009314,2024-05-15
1736465,121465924014689,2024-08-14
1736465,121465924019143,2024-11-14
1736465,121465925002846,2025-02-14
1736465,121465925007835,2025-05-15
1736648,173664824000001,2024-02-08
1736648,173664824000002,2024-05-09
1736648,173664824000003,2024-08-07
1736648,173664824000005,2024-10-28
1736648,173664825000001,2025-01-30
1736852,142050624000998,2024-05-15
1736852,142050624001568,2024-08-14
1736852,142050624002554,2024-11-14
1736852,142050625000616,2025-02-14
1736852,142050625001282,2025-05-15
1737089,173708924000006,2024-07-11
1737089,173708924000007,2024-10-11
1737089,173708925000001,2025-01-21
1737089,173708925000005,2025-04-15
1737089,173708925000007,2025-07-16
1737112,173711224000003,2024-05-03
1737112,173711224000006,2024-07-29
1737112,173711224000007,2024-10-30
1737112,173711225000002,2025-02-04
1737112,173711225000005,2025-05-07
1737112,173711225000007,2025-07-29
1738654,91957424003122,2024-05-15
1738654,91957424004622,2024-08-14
1738654,91957424006608,2024-11-14
1738654,91957425001352,2025-02-14
1738654,91957425003227,2025-05-15
1738728,131911125000007,2025-02-13
1738728,173872624000004,2024-04-30
1738728,173872624000006,2024-07-25
1738728,173872624000008,2024-10-29
1738728,1948125000008,2025-05-14
1740837,174083724000008,2024-05-13
1740837,174083724000009,2024-08-12
1740837,174083724000012,2024-11-12
1740837,174083725000004,2025-02-12
1740837,174083725000006,2025-05-13
1741001,174100124000003,2024-05-15
1741001,174100124000004,2024-08-14
1741001,174100124000006,2024-11-13
1741001,174100125000002,2025-02-13
1741001,174100125000003,2025-05-13
1742315,174231524000004,2024-05-09
1742315,174231524000005,2024-08-13
1742315,174231524000007,2024-11-12
1742315,174231525000001,2025-02-10
1742315,174231525000004,2025-04-24
1742418,174241824000003,2024-05-14
1742418,174241824000004,2024-08-14
1742418,174241824000006,2024-11-14
1742418,174241825000001,2025-02-07
1742418,174241825000005,2025-05-13
1743413,195175724000375,2024-04-23
1743413,195175724000754,2024-08-13
1743413,195175724001201,2024-11-13
1743413,195175725000146,2025-01-29
1743413,195175725000521,2025-05-06
1743413,195175725001006,2025-07-30
1743941,117266124004511,2024-11-07
1743941,117266125000783,2025-02-13
1743941,117266125001759,2025-05-13
1743941,195175724000417,2024-04-30
1743941,195175724000591,2024-07-31
1744349,174434924000003,2024-05-15
1744349,174434924000004,2024-08-13
1744349,174434925000001,2025-01-22
1744349,176715124000006,2024-10-23
1744349,176715125000003,2025-04-16
1745879,174587924000002,2024-05-08
1745879,174587924000003,2024-08-14
1745879,174587924000006,2024-11-19
1745879,174587925000001,2025-02-13
1745879,174587925000002,2025-04-10
1745907,174590724000010,2024-07-22
1745907,174590724000011,2024-08-12
1745907,174590724000015,2024-11-06
1745907,174590725000018,2025-02-07
1745907,174590725000034,2025-05-07
1747888,121390024042666,2024-05-14
1747888,121390024068650,2024-08-14
1747888,121390024097222,2024-11-13
1747888,121390025013235,2025-02-13
1747888,121390025043059,2025-05-14
1748729,174872924000005,2024-05-13
1748729,174872924000007,2024-08-01
1748729,174872924000015,2024-11-12
1748729,174872925000004,2025-02-12
1748729,174872925000007,2025-05-14
1748729,174872925000009,2025-07-24
1751412,117266124003589,2024-08-15
1751412,117266124004969,2024-11-14
1751412,117266125000722,2025-02-13
1751412,117266125002083,2025-05-15
1751412,175141224000002,2024-05-15
1752035,117266124002867,2024-07-23
1752035,117266124004334,2024-10-23
1752035,117266125000330,2025-01-23
1752035,117266125001798,2025-05-14
1752035,117266125002648,2025-07-18
1752759,110465924079717,2024-07-15
1752759,110465924117685,2024-11-13
1752759,110465925012925,2025-02-13
1752759,110465925048505,2025-05-14
1753384,142050624002481,2024-11-14
1753384,142050625000491,2025-02-14
1753384,142050625001171,2025-05-15
1753384,175338424000004,2024-05-15
1753384,175338424000008,2024-08-14
1755028,108514624002560,2024-05-15
1755028,108514624003924,2024-08-14
1755028,108514624005760,2024-11-14
1755028,108514625001450,2025-02-14
1755028,108514625003242,2025-05-15
1756543,175654324000003,2024-07-08
1756543,175654324000004,2024-10-15
1756543,175654325000001,2025-01-23
1756543,175654325000006,2025-05-08
1756543,175654325000007,2025-07-15
1756558,117266124002397,2024-05-15
1756558,117266124003204,2024-08-12
1756558,117266124004775,2024-11-14
1756558,117266125000887,2025-02-14
1756558,117266125001940,2025-05-15
1757617,176538024000223,2024-05-14
1757617,176538024000363,2024-08-15
1757617,176538024000453,2024-11-13
1757617,176538025000105,2025-02-14
1757617,176538025000233,2025-05-14
1761871,176538024000176,2024-05-02
1761871,176538024000305,2024-08-12
1761871,176538024000454,2024-11-13
1761871,176538025000027,2025-02-03
1761871,176538025000161,2025-05-02
1761871,176538025000257,2025-07-23
1763350,108514624001967,2024-04-23
1763350,108514624003563,2024-08-08
1763350,108514624005373,2024-11-05
1763350,108514625001341,2025-02-13
1763350,108514625002764,2025-05-08
1764000,117266124002146,2024-05-10
1764000,117266124003112,2024-08-06
1764000,117266124004437,2024-10-31
1764000,117266125000458,2025-01-31
1764000,117266125001556,2025-05-01
1764049,176404924000004,2024-04-26
1764049,176404924000006,2024-07-25
1764049,176404924000009,2024-11-07
1764049,176404925000002,2025-02-10
1764049,176404925000004,2025-05-08
1764694,166773125000134,2025-01-27
1764694,166773125000603,2025-05-07
1764694,166773125000942,2025-07-24
1764694,176469424000003,2024-05-07
1764694,176469424000004,2024-07-30
1764694,176469424000005,2024-11-07
1764756,176475624000006,2024-05-15
1764756,176475624000007,2024-08-09
1764756,176475624000009,2024-11-14
1764756,176475625000001,2025-02-14
1764756,176475625000003,2025-05-06
1764807,185520524000025,2024-05-13
1764807,185520524000030,2024-08-12
1764807,185520524000056,2024-11-12
1764807,185520525000012,2025-02-12
1764807,185520525000022,2025-05-09
1765216,195175724000609,2024-08-02
1765216,195175724001035,2024-10-15
1765216,195175725000069,2025-01-17
1765216,195175725000315,2025-04-11
1765216,195175725000865,2025-07-16
1765285,121465924007149,2024-04-19
1765285,121465924013833,2024-08-06
1765285,121465924017508,2024-10-15
1765285,121465925001098,2025-01-22
1765285,121465925007612,2025-05-14
1765285,121465925010725,2025-07-22
1765388,176538824000004,2024-07-22
1765388,176538824000007,2024-10-22
1765388,176538825000001,2025-01-21
1765388,176538825000003,2025-04-16
1765388,176538825000004,2025-07-21
1765774,187920224000031,2024-05-15
1765774,187920224000047,2024-08-14
1765774,187920224000063,2024-11-14
1765774,187920225000006,2025-02-14
1765774,187920225000021,2025-05-15
1766150,121465924008303,2024-05-03
1766150,121465924012975,2024-07-25
1766150,121465924018238,2024-11-01
1766150,121465925002436,2025-02-12
1766150,121465925006854,2025-05-02
1766150,121465925011001,2025-07-29
1766530,117266124002284,2024-05-14
1766530,117266124003044,2024-08-02
1766530,117266124004379,2024-10-28
1766530,117266125000406,2025-01-29
1766530,117266125002064,2025-05-15
1766806,117266124002536,2024-05-17
1766806,117266124003505,2024-08-14
1766806,117266124005344,2024-11-18
1766806,117266125001076,2025-02-14
1766806,117266125002076,2025-05-15
1767045,176704524000002,2024-04-25
1767045,176704524000003,2024-07-31
1767045,176704524000006,2024-11-01
1767045,176704525000001,2025-02-06
1767045,176704525000002,2025-05-05
1767220,176538024000102,2024-02-13
1767220,176538024000211,2024-05-14
1767220,176538024000332,2024-08-13
1767220,176538024000438,2024-11-12
1767220,176538025000038,2025-02-04
1767307,117266124002411,2024-05-15
1767307,117266124003260,2024-08-13
1767307,117266124004572,2024-11-12
1767307,117266125000364,2025-01-27
1767307,117266125001510,2025-04-17
1767307,117266125002703,2025-07-24
1767559,117266124002466,2024-05-15
1767559,117266124003396,2024-08-14
1767559,117266124004770,2024-11-14
1767559,117266125000908,2025-02-14
1767559,117266125002016,2025-05-15
1767686,175496024000262,2024-07-17
1767686,175496024000491,2024-10-15
1767686,175496025000027,2025-01-15
1767686,175496025000177,2025-04-14
1767686,175496025000378,2025-07-15
1767821,176782124000003,2024-04-23
1767821,176782124000004,2024-07-26
1767821,176782124000005,2024-10-25
1767821,176782125000001,2025-01-23
1767821,176782125000004,2025-04-29
1767821,176782125000005,2025-07-30
1767902,108514624002201,2024-05-03
1767902,108514624003111,2024-07-19
1767902,108514624005487,2024-11-12
1767902,176790225000003,2025-02-18
1767902,176790225000004,2025-04-16
1767902,176790225000006,2025-04-23
1767945,110465924060511,2024-05-13
1767945,110465924088936,2024-08-13
1767945,110465924117692,2024-11-13
1767945,110465925012937,2025-02-13
1767945,110465925048517,2025-05-14
1768041,176804124000002,2024-05-15
1768041,176804124000003,2024-08-14
1768041,176804124000004,2024-08-21
1768041,176804124000006,2024-11-14
1768041,176804125000001,2025-02-14
1768041,176804125000002,2025-05-15
1768111,176811124000005,2024-05-15
1768111,176811124000007,2024-08-14
1768111,176811124000010,2024-11-14
1768111,176811125000003,2025-02-14
1768111,176811125000007,2025-05-15
1768195,110465924061050,2024-05-14
1768195,110465924088225,2024-08-12
1768195,110465924118448,2024-11-14
1768195,110465925012598,2025-02-13
1768195,110465925041935,2025-04-30
1769063,108514624003086,2024-07-18
1769063,108514624004905,2024-10-15
1769063,108514625000412,2025-01-23
1769063,108514625002140,2025-04-17
1769063,108514625003864,2025-07-15
1769456,121465924009302,2024-05-15
1769456,121465924014677,2024-08-14
1769456,121465924019131,2024-11-14
1769456,121465925002834,2025-02-14
1769456,121465925007823,2025-05-15
1772875,142050624000740,2024-05-10
1772875,142050624001553,2024-08-14
1772875,142050624002587,2024-11-15
1772875,142050625000115,2025-02-04
1772875,177287525000019,2025-05-06
1772875,177287525000024,2025-08-01
1773195,183988224038904,2024-11-13
1773195,183988225008942,2025-02-13
1773195,199937124006067,2024-05-14
1773195,199937124010146,2024-08-14
1773195,199937125006074,2025-05-14
1773205,175496024000283,2024-07-18
1773205,175496024000508,2024-10-17
1773205,175496025000030,2025-01-15
1773205,175496025000181,2025-04-14
1773205,175496025000344,2025-07-10
1773368,177336824000002,2024-04-24
1773368,177336824000003,2024-07-25
1773368,177336824000005,2024-11-13
1773368,177336825000001,2025-02-14
1773368,177336825000002,2025-05-06
1773368,177336825000003,2025-08-01
1773830,108514624003013,2024-07-15
1773830,108514624004842,2024-10-11
1773830,108514625000347,2025-01-21
1773830,108514625002125,2025-04-16
1773830,108514625003807,2025-07-15
1774879,121465924007028,2024-04-17
1774879,121465924012917,2024-07-24
1774879,121465924017935,2024-10-25
1774879,121465925001100,2025-01-22
1774879,121465925006250,2025-04-23
1774879,121465925010940,2025-07-28
1775446,139834424009173,2024-05-10
1775446,139834424014250,2024-08-09
1775446,139834424020355,2024-11-08
1775446,139834425002231,2025-02-07
1775446,139834425009115,2025-05-09
1775863,177586324000006,2024-05-10
1775863,177586324000011,2024-08-14
1775863,177586324000013,2024-11-12
1775863,177586325000002,2025-02-12
1775863,177586325000004,2025-05-08
1776082,177608224000002,2024-05-03
1776082,177608224000003,2024-07-02
1776082,177608224000007,2024-10-15
1776082,177608225000001,2025-02-03
1776082,177608225000002,2025-04-24
1776082,177608225000004,2025-08-01
1776090,177609024000004,2024-05-15
1776090,177609024000006,2024-08-14
1776090,177609024000008,2024-11-14
1776090,177609025000002,2025-02-14
1776090,177609025000004,2025-05-15
1776290,177629024000001,2024-04-24
1776290,177629024000002,2024-07-19
1776290,177629024000003,2024-10-15
1776290,177629025000001,2025-01-16
1776290,177629025000002,2025-04-15
1776290,177629025000005,2025-08-01
1780985,178098524000001,2024-04-16
1780985,178098524000003,2024-07-17
1780985,178098524000005,2024-11-07
1780985,178098525000001,2025-02-12
1780985,178098525000003,2025-05-05
1784450,178445024000003,2024-04-10
1784450,178445024000004,2024-07-02
1784450,178445024000006,2024-10-08
1784450,178445025000001,2025-01-13
1784450,178445025000004,2025-04-02
1784777,176538024000206,2024-05-09
1784777,176538024000274,2024-08-05
1784777,176538024000421,2024-11-12
1784777,176538025000062,2025-02-07
1784777,176538025000197,2025-05-08
1785988,108514624002469,2024-05-14
1785988,108514624003797,2024-08-13
1785988,108514624005675,2024-11-13
1785988,108514625001311,2025-02-13
1785988,108514625003107,2025-05-14
1786379,121465924008989,2024-05-14
1786379,121465924013769,2024-08-05
1786379,121465924018586,2024-11-08
1786379,121465925001095,2025-01-22
1786379,121465925007529,2025-05-14
1786379,121465925010895,2025-07-25
1786767,178676724000007,2024-05-15
1786767,178676724000018,2024-08-14
1786767,178676724000022,2024-11-14
1786767,178676725000002,2025-02-14
1786767,178676725000003,2025-05-15
1787258,117266124002400,2024-05-15
1787258,117266124003392,2024-08-14
1787258,117266124004732,2024-11-14
1787258,117266125000699,2025-02-12
1787258,117266125002039,2025-05-15
1789082,178908224000003,2024-05-07
1789082,178908224000004,2024-08-08
1789082,178908224000005,2024-11-14
1789082,178908225000003,2025-02-14
1789082,178908225000004,2025-05-15
1789219,108514624003078,2024-07-18
1789219,108514624004756,2024-10-09
1789219,108514625000294,2025-01-16
1789219,108514625002017,2025-04-10
1789219,108514625003921,2025-07-17
1791996,179199624000005,2024-07-26
1791996,179199624000007,2024-11-14
1791996,179199625000001,2025-01-28
1791996,179199625000005,2025-04-17
1791996,179199625000006,2025-07-21
1792167,139834424008937,2024-05-07
1792167,139834424014096,2024-08-08
1792167,139834424020228,2024-11-07
1792167,139834425002539,2025-02-12
1792167,139834425008926,2025-05-07
1792283,117266124003319,2024-08-13
1792283,117266124004319,2024-10-21
1792283,117266125001797,2025-05-14
1792283,117266125002582,2025-07-14
1792283,117266125002642,2025-07-17
1792635,117266124002409,2024-05-15
1792635,117266124003435,2024-08-14
1792635,117266124004813,2024-11-14
1792635,117266125001025,2025-02-14
1792635,117266125001974,2025-05-15
1793755,179375524000004,2024-02-07
1793755,179375524000005,2024-04-10
1793755,179375524000006,2024-07-31
1793755,179375524000009,2024-11-08
1793755,179375525000003,2025-05-08
1794198,95012324006953,2024-07-31
1794198,95012324010105,2024-10-31
1794198,95012325000207,2025-01-10
1794198,95012325003985,2025-05-02
1794198,95012325006388,2025-07-15
1794543,179454324000006,2024-08-15
1794543,179454324000008,2024-10-15
1794543,179454325000001,2025-01-14
1794543,179454325000007,2025-05-01
1794543,179454325000008,2025-07-16
1795487,95012324004014,2024-05-08
1795487,95012324007147,2024-08-05
1795487,95012324010193,2024-11-01
1795487,95012325001153,2025-02-07
1795487,95012325004785,2025-05-13
1795934,179593424000005,2024-05-13
1795934,179593424000007,2024-08-09
1795934,179593424000008,2024-11-12
1795934,179593425000001,2025-02-10
1795934,179593425000004,2025-06-03
1796409,117266124002233,2024-05-13
1796409,117266124003299,2024-08-13
1796409,117266124004756,2024-11-14
1796409,117266125000903,2025-02-14
1796409,117266125001980,2025-05-15
1796874,179687424000002,2024-05-07
1796874,179687424000003,2024-08-01
1796874,179687424000005,2024-11-04
1796874,179687425000001,2025-02-05
1796874,179687425000004,2025-05-13
1797678,117266124002031,2024-05-07
1797678,117266124002972,2024-07-30
1797678,117266124004380,2024-10-28
1797678,117266125000439,2025-01-31
1797678,117266125001686,2025-05-12
1798150,170800124000007,2024-11-13
1798150,179815024000002,2024-05-07
1798150,179815024000004,2024-08-12
1798150,179815025000001,2025-05-09
1798150,84277525000003,2025-02-10
1800328,108514624001782,2024-04-12
1800328,108514624003037,2024-07-16
1800328,117266124004415,2024-10-30
1800328,117266125000335,2025-01-23
1800328,117266125001646,2025-05-12
1800328,117266125002847,2025-08-01
1800465,172554724003417,2024-07-22
1800465,172554724006074,2024-11-01
1800465,172554725000138,2025-01-17
1800465,172554725001441,2025-04-22
1800465,172554725003469,2025-07-17
1800593,176538024000170,2024-04-29
1800593,176538024000244,2024-07-30
1800593,176538024000403,2024-11-06
1800593,176538025000013,2025-01-27
1800593,176538025000145,2025-04-17
1800798,180079824000002,2024-04-30
1800798,180079824000003,2024-07-29
1800798,180079824000006,2024-10-24
1800798,180079825000001,2025-01-15
1800798,180079825000002,2025-05-08
1800798,180079825000004,2025-08-04
1800916,106299324017449,2024-10-07
1800916,106299325002313,2025-02-13
1800916,106299325003134,2025-02-21
1800916,106299325003136,2025-02-21
1800916,106299325003138,2025-02-21
1800916,106299325007837,2025-04-23
1800916,106299325012591,2025-07-07
1801263,180126324000003,2024-04-24
1801263,180126324000004,2024-08-06
1801263,180126324000009,2024-10-23
1801263,180126325000003,2025-02-03
1801263,180126325000005,2025-05-02
1801263,180126325000007,2025-07-30
1801265,180126524000006,2024-05-15
1801265,180126524000009,2024-08-14
1801265,180126524000012,2024-11-14
1801265,180126525000002,2025-02-14
1801265,180126525000004,2025-05-15
1801547,180154724000002,2024-05-14
1801547,180154724000003,2024-08-13
1801547,180154724000005,2024-11-13
1801547,180154725000001,2025-02-13
1801547,180154725000002,2025-05-14
1801868,122107324000026,2024-04-18
1801868,122107324000053,2024-07-17
1801868,122107324000093,2024-10-25
1801868,122107325000006,2025-01-23
1801868,122107325000042,2025-05-01
1801868,122107325000064,2025-07-23
1802473,180247324000003,2024-04-29
1802473,180247324000004,2024-08-14
1802473,180247324000006,2024-10-30
1802473,180247325000002,2025-01-29
1802473,180247325000004,2025-05-01
1802473,180247325000007,2025-07-22
1802530,180253024000003,2024-05-29
1802530,180253024000004,2024-08-12
1802530,180253025000001,2025-01-03
1802530,180253025000002,2025-01-29
1802530,180253025000003,2025-05-13
1802630,180263024000005,2024-05-15
1802630,180263024000008,2024-08-14
1802630,180263024000012,2024-11-14
1802630,180263025000003,2025-02-14
1802630,180263025000006,2025-05-15
1802984,180298424000004,2024-05-15
1802984,180298424000005,2024-08-13
1802984,180298424000006,2024-11-12
1802984,180298425000002,2025-02-14
1802984,180298425000005,2025-05-14
1803146,142050624000947,2024-05-15
1803146,142050624001533,2024-08-14
1803146,142050624002436,2024-11-14
1803146,142050625000549,2025-02-14
1803146,142050625001207,2025-05-15
1803236,166773125000129,2025-01-24
1803236,166773125000543,2025-04-28
1803236,166773125001034,2025-07-31
1803236,180323624000003,2024-05-01
1803236,180323624000004,2024-08-01
1803236,180323624000005,2024-10-18
1803391,142050624000822,2024-05-14
1803391,142050624001387,2024-08-13
1803391,142050624002524,2024-11-14
1803391,142050625000390,2025-02-13
1803391,142050625001264,2025-05-15
1803456,108514624001987,2024-04-24
1803456,108514624003468,2024-08-05
1803456,108514624005253,2024-10-31
1803456,108514625000454,2025-01-24
1803456,176475425000009,2025-05-07
1803822,142050624000972,2024-05-15
1803822,142050624001550,2024-08-14
1803822,142050624002528,2024-11-14
1803822,142050625000511,2025-02-14
1803822,142050625001237,2025-05-15
1803848,142050624001151,2024-07-23
1803848,142050624002151,2024-10-21
1803848,142050625000027,2025-01-14
1803848,142050625000775,2025-04-16
1803848,142050625001478,2025-07-08
1804329,195175724000621,2024-08-02
1804329,195175724001018,2024-10-11
1804329,195175725000036,2025-01-15
1804329,195175725000320,2025-04-11
1804329,195175725000600,2025-07-09
1805589,91957424003197,2024-05-15
1805589,91957424004753,2024-08-14
1805589,91957424006741,2024-11-14
1805589,91957425001520,2025-02-14
1805589,91957425003246,2025-05-15
1806755,180675524000003,2024-05-13
1806755,180675524000004,2024-08-12
1806755,180675524000005,2024-11-13
1806755,180675525000001,2025-02-13
1806755,180675525000003,2025-05-16
1808389,180838924000002,2024-05-10
1808389,180838924000006,2024-08-09
1808389,180838924000007,2024-11-12
1808389,180838925000001,2025-02-10
1808389,180838925000002,2025-05-09
1808928,142050624000940,2024-05-15
1808928,142050624001523,2024-08-14
1808928,142050624002438,2024-11-14
1808928,142050625000493,2025-02-14
1808928,142050625001200,2025-05-15
1810720,166773125000083,2025-01-22
1810720,166773125000416,2025-04-14
1810720,166773125000777,2025-07-10
1810720,181072024000003,2024-07-24
1810720,181072024000004,2024-10-30
1811052,181105224000004,2024-07-12
1811052,181105224000008,2024-10-22
1811052,181105225000002,2025-02-07
1811052,181105225000005,2025-04-17
1811052,181105225000006,2025-07-16
1811739,181173924000003,2024-05-15
1811739,181173924000004,2024-08-15
1811739,181173924000005,2024-11-12
1811739,181173925000001,2025-02-13
1811739,181173925000002,2025-05-13
1812090,108514624000834,2024-02-08
1812090,108514624002554,2024-05-15
1812090,108514624003434,2024-08-02
1812090,108514624005666,2024-11-13
1812090,108514625001744,2025-02-18
1816616,181661624000003,2024-05-15
1816616,181661624000005,2024-08-14
1816616,181661624000009,2024-11-14
1816616,181661625000002,2025-02-14
1816616,181661625000004,2025-05-14
1817534,117266124002342,2024-05-15
1817534,117266124003363,2024-08-14
1817534,117266124004890,2024-11-14
1817534,117266125000958,2025-02-14
1817534,117266125001972,2025-05-15
1817646,108514624002612,2024-05-15
1817646,108514624003971,2024-08-14
1817646,108514624005976,2024-11-14
1817646,108514625001660,2025-02-14
1817646,108514625003358,2025-05-15
1817652,181765224000003,2024-05-14
1817652,181765224000004,2024-08-13
1817652,181765224000006,2024-11-13
1817652,181765225000002,2025-02-13
1817652,181765225000003,2025-05-14
1817797,181779725000003,2025-01-16
1817797,181779725000006,2025-04-14
1817797,181779725000007,2025-07-07
1818604,142050624000575,2024-04-11
1818604,142050624001198,2024-07-30
1818604,142050624002166,2024-10-22
1818604,142050625000010,2025-01-08
1818604,142050625000802,2025-04-23
1818604,142050625001602,2025-07-29
1820879,108514624001915,2024-04-19
1820879,108514624002978,2024-07-15
1820879,108514624005243,2024-10-31
1820879,108514625001768,2025-02-26
1820879,108514625002216,2025-04-22
1822531,182253124000004,2024-05-15
1822531,182253124000007,2024-08-14
1822531,182253124000009,2024-11-14
1822531,182253125000002,2025-02-14
