ticker,year,quarter,outstanding_shares,quarter_end_price
JRVR,2025,Q2,45916453,5.86
JRVR,2025,Q3,45965839,5.55
JRVR,2025,Q4,45968584,
JSPR,2025,Q3,27984039,2.38
JSPR,2025,Q4,27996819,1.83
JTAI,2025,Q3,3927256,
JTAI,2025,Q4,119209666,
JUNS,2025,Q3,34426355,
JUNS,2025,Q4,36281252,
JVA,2025,Q3,5708599,4.57
JVA,2025,Q4,5708599,
JVA,2026,Q1,5708599,
JWN,2023,Q4,162332792,18.45
JWN,2024,Q1,163258218,20.27
JWN,2024,Q2,163648780,21.22
JWN,2024,Q3,164210989,22.49
JWN,2024,Q4,164906936,24.15
JWN,2025,Q1,166898470,
JXN,2024,Q1,76264349,66.14
JXN,2024,Q2,75241016,74.26
JXN,2024,Q3,73861777,91.23
JXN,2024,Q4,72646287,87.08
JXN,2025,Q1,71438520,83.78
JXN,2025,Q2,69651457,88.79
JXN,2025,Q3,67969862,101.23
JXN,2025,Q4,70681886,106.65
JYD,2025,Q4,3165708,
JYNT,2025,Q3,14866192,9.54
JYNT,2025,Q4,14114334,8.72
JZ,2025,Q4,462320000,
JZXN,2025,Q4,1255785,
K,2024,Q1,341883645,57.29
K,2024,Q2,342287795,57.68
K,2024,Q3,344697894,80.71
K,2024,Q4,345215923,80.97
K,2025,Q1,346939074,82.49
K,2025,Q2,347669200,79.53
K,2025,Q3,347932629,82.02
KAI,2024,Q1,11742946,328.1
KAI,2024,Q2,11744564,293.78
KAI,2024,Q3,11745324,338.0
KAI,2024,Q4,11754897,344.99
KAI,2025,Q1,11775859,336.91
KAI,2025,Q2,11777467,317.45
KAI,2025,Q3,11778135,297.58
KAI,2026,Q1,11789023,292.35
KALA,2025,Q3,8209725,
KALA,2025,Q4,27849725,0.56
KALU,2024,Q1,16068833,89.36
KALU,2024,Q2,16087112,87.9
KALU,2024,Q3,16088005,72.52
KALU,2024,Q4,16100473,70.27
KALU,2025,Q1,16154376,60.62
KALU,2025,Q2,16177956,79.9
KALU,2025,Q3,16206255,77.16
KALU,2025,Q4,16210443,114.86
KALU,2026,Q1,16340606,
KALV,2024,Q1,42188296,11.86
KALV,2024,Q2,42735647,11.78
KALV,2024,Q3,43215472,11.58
KALV,2024,Q4,49417986,8.47
KALV,2025,Q1,49715636,11.54
KALV,2025,Q2,49953739,11.31
KALV,2025,Q3,50523274,12.18
KAPA,2025,Q3,20821353,1.17
KAPA,2025,Q4,21411198,0.71
KAR,2024,Q2,108619346,16.59
KAR,2024,Q3,106844301,16.88
KAR,2024,Q4,106910777,19.84
KAR,2025,Q1,107383667,19.28
KAR,2025,Q2,106303637,24.45
KAR,2025,Q3,106263187,28.78
KAR,2025,Q4,106297229,29.78
KAVL,2025,Q3,11542302,
KAVL,2025,Q4,13535402,
KAVL,2026,Q1,13535402,
KBH,2024,Q1,75915205,70.88
KBH,2024,Q2,75203769,70.18
KBH,2024,Q3,73334477,85.69
KBH,2024,Q4,72156821,65.72
KBH,2025,Q1,71733514,58.12
KBH,2025,Q2,68050184,52.97
KBH,2025,Q3,64764685,63.64
KBH,2025,Q4,63173611,56.41
KBH,2026,Q1,62648246,51.75
KBR,2024,Q1,134275641,63.66
KBR,2024,Q2,133050180,64.14
KBR,2024,Q3,133242000,65.13
KBR,2024,Q4,133242000,57.93
KBR,2025,Q1,132441673,49.81
KBR,2025,Q2,129736073,47.94
KBR,2025,Q3,128841636,47.29
KBR,2025,Q4,126989628,40.2
KBR,2026,Q1,126466139,36.86
KBSX,2025,Q4,44766003,
KC,2024,Q3,237472992,2.94
KC,2024,Q4,237472992,10.49
KC,2025,Q1,237472992,14.36
KC,2025,Q3,302120000,14.92
KC,2025,Q4,295818572,10.34
KCHVU,2025,Q3,25824050,
KCHVU,2025,Q4,25824050,
KD,2023,Q4,230103348,20.78
KD,2024,Q1,230513437,21.76
KD,2024,Q2,231207484,26.31
KD,2024,Q3,232270932,22.98
KD,2024,Q4,232694503,34.6
KD,2025,Q1,229944566,31.4
KD,2025,Q2,231143968,41.96
KD,2025,Q3,228564347,30.03
KD,2025,Q4,225447192,26.56
KDP,2024,Q1,1355574275,30.67
KDP,2024,Q2,1356086377,33.4
KDP,2024,Q3,1356453649,37.48
KDP,2024,Q4,1356750877,32.12
KDP,2025,Q1,1358178069,34.22
KDP,2025,Q2,1358435279,33.06
KDP,2025,Q3,1358583125,25.51
KDP,2025,Q4,1358666059,28.01
KDP,2026,Q1,1360559471,26.33
KE,2024,Q1,24869206,21.65
KE,2024,Q2,24733358,21.98
KE,2024,Q3,24680651,18.51
KE,2024,Q4,24554663,18.73
KE,2025,Q1,24380394,16.45
KE,2025,Q2,24218517,19.23
KE,2025,Q3,24338363,29.86
KE,2025,Q4,24214134,27.82
KELYA,2024,Q1,32200118,25.04
KELYA,2024,Q2,32267505,21.41
KELYA,2024,Q3,32313991,21.41
KELYA,2024,Q4,31592205,13.94
KELYA,2025,Q1,31907118,13.17
KELYA,2025,Q3,35250000,13.12
KELYB,2025,Q3,3295941,
KELYB,2025,Q4,3295941,
KEN,2025,Q4,52108397,66.31
KEQU,2025,Q2,2844290,58.7
KEQU,2025,Q4,2866384,37.41
KEQU,2026,Q1,2866384,
KEX,2024,Q1,58300000,95.32
KEX,2024,Q2,57900000,119.73
KEX,2024,Q3,57400000,122.43
KEX,2024,Q4,57126000,105.8
KEX,2025,Q1,56100000,101.01
KEX,2025,Q2,55800000,113.41
KEX,2025,Q3,54200000,83.45
KEX,2025,Q4,53646000,110.18
KEY,2024,Q1,942860462,15.81
KEY,2024,Q2,943195733,14.21
KEY,2024,Q3,991282986,16.75
KEY,2024,Q4,1105119318,17.14
KEY,2025,Q1,1095942434,15.99
KEY,2025,Q2,1096515839,17.42
KEY,2025,Q3,1092919589,18.69
KEY,2025,Q4,1089647432,20.64
KEYS,2024,Q1,174555842,156.38
KEYS,2024,Q2,174539238,136.75
KEYS,2024,Q3,173543355,158.93
KEYS,2024,Q4,173172764,160.63
KEYS,2025,Q1,172810514,149.77
KEYS,2025,Q2,172108859,163.86
KEYS,2025,Q3,171856249,174.92
KEYS,2025,Q4,171817127,203.19
KEYS,2026,Q1,171502495,282.37
KFFB,2025,Q2,8086715,
KFFB,2025,Q4,8086715,
KFII,2025,Q1,29672727,9.96
KFIIU,2025,Q3,29672727,
KFIIU,2025,Q4,29672727,
KFRC,2024,Q2,19379000,62.13
KFRC,2024,Q3,19080000,61.45
KFRC,2024,Q4,19111000,56.7
KFRC,2025,Q1,18630000,48.89
KFRC,2025,Q2,18599000,41.13
KFRC,2025,Q3,18141000,29.98
KFRC,2025,Q4,18278000,30.92
KFS,2025,Q3,28956152,14.62
KFS,2025,Q4,28946664,13.45
KFY,2024,Q1,52180239,65.76
KFY,2024,Q2,51808000,67.14
KFY,2024,Q3,52010644,75.24
KFY,2024,Q4,51583011,67.45
KFY,2025,Q1,51645879,67.83
KFY,2025,Q2,51921000,73.33
KFY,2025,Q3,52390986,69.98
KFY,2025,Q4,52194944,66.02
KFY,2026,Q1,51887087,62.95
KG,2025,Q3,7741943,27.31
KG,2025,Q4,7741943,
KGC,2024,Q3,1229030016,9.36
KGC,2024,Q4,1229049984,9.27
KGC,2025,Q1,1230439936,12.61
KGC,2025,Q3,1210000000,24.85
KGC,2025,Q4,1222523636,28.16
KGEI,2025,Q4,35471833,3.93
KGS,2024,Q2,84509612,27.26
KGS,2024,Q3,87569679,29.0
KGS,2024,Q4,87934696,40.83
KGS,2025,Q1,87859201,37.3
KGS,2025,Q2,87752250,34.27
KGS,2025,Q3,86683860,36.97
KGS,2025,Q4,85869390,37.4
KHC,2024,Q1,1214298182,36.9
KHC,2024,Q2,1209078897,32.22
KHC,2024,Q3,1209174894,35.11
KHC,2024,Q4,1194989953,30.71
KHC,2025,Q1,1183542101,30.43
KHC,2025,Q2,1183599215,25.82
KHC,2025,Q3,1183655579,26.04
KHC,2025,Q4,1183744751,24.25
KIDS,2024,Q2,24214426,28.76
KIDS,2024,Q3,24215936,27.11
KIDS,2024,Q4,24286590,23.18
KIDS,2025,Q1,24769049,24.63
KIDS,2025,Q2,25073602,21.48
KIDS,2025,Q3,25077330,18.53
KIDS,2025,Q4,25278787,17.76
KIDZ,2025,Q3,6535014,1.21
KIDZ,2025,Q4,1174718,0.18
KIM,2024,Q1,674116450,19.61
KIM,2024,Q2,674112166,19.46
KIM,2024,Q3,674081407,23.22
KIM,2024,Q4,679482034,23.43
KIM,2025,Q1,676496300,21.24
KIM,2025,Q2,677200477,21.02
KIM,2025,Q3,677195122,21.85
KIM,2025,Q4,674066654,20.27
KIND,2024,Q2,187941328,2.78
KIND,2024,Q3,215474726,2.48
KIND,2024,Q4,235586510,2.37
KIND,2025,Q1,234706942,1.53
KIND,2025,Q2,239445147,1.66
KIND,2025,Q3,244464136,2.09
KIND,2025,Q4,260137108,2.1
KINS,2025,Q3,14147428,14.7
KINS,2025,Q4,14476825,16.83
KIRK,2025,Q1,22454348,
KIRK,2025,Q4,22461383,
KITT,2025,Q3,13710615,
KITT,2025,Q4,28811198,
KKR,2024,Q1,887401714,100.58
KKR,2024,Q2,887439879,105.24
KKR,2024,Q3,888228909,130.58
KKR,2024,Q4,888250533,147.91
KKR,2025,Q1,890641903,115.61
KKR,2025,Q2,890948725,133.03
KKR,2025,Q3,891353410,129.95
KKR,2025,Q4,891550894,127.48
KLAC,2024,Q1,134639951,698.57
KLAC,2024,Q2,134425022,824.51
KLAC,2024,Q3,133759778,774.41
KLAC,2024,Q4,132886746,630.12
KLAC,2025,Q1,132241430,679.8
KLAC,2025,Q2,131961370,895.74
KLAC,2025,Q3,131392338,1078.6
KLAC,2025,Q4,131076611,1215.08
KLC,2024,Q3,117966089,
KLC,2024,Q4,118006276,17.8
KLC,2025,Q1,118006326,11.59
KLC,2025,Q2,118123099,10.1
KLC,2025,Q3,118318554,6.64
KLC,2026,Q1,118355797,
KLG,2024,Q1,85877528,18.8
KLG,2024,Q2,85901439,16.46
KLG,2024,Q3,86125244,17.11
KLG,2024,Q4,86196959,17.99
KLG,2025,Q1,86000000,19.93
KLG,2025,Q2,86416394,15.94
KLIC,2024,Q1,55463682,50.31
KLIC,2024,Q2,54509278,49.19
KLIC,2024,Q3,53871256,45.13
KLIC,2024,Q4,53383168,46.66
KLIC,2025,Q1,52769348,32.98
KLIC,2025,Q2,52145526,34.6
KLIC,2025,Q4,52363000,45.56
KLIC,2026,Q1,52326516,65.72
KLRS,2025,Q3,18702418,
KLRS,2025,Q4,22928303,8.44
KLTO,2025,Q3,72536722,0.48
KLTO,2025,Q4,121238660,0.29
KLTR,2024,Q2,148992942,1.2
KLTR,2024,Q3,149695319,1.36
KLTR,2024,Q4,154138268,2.2
KLTR,2025,Q1,153619177,1.88
KLTR,2025,Q2,154491495,2.01
KLTR,2025,Q3,156334157,1.44
KLTR,2025,Q4,148735559,1.64
KLXE,2025,Q3,17838125,1.92
KLXE,2025,Q4,19529046,
KMB,2024,Q1,336709077,129.35
KMB,2024,Q2,336804427,138.2
KMB,2024,Q3,333485305,142.28
KMB,2024,Q4,331684601,131.04
KMB,2025,Q1,331816035,142.22
KMB,2025,Q2,331779938,128.92
KMB,2025,Q3,331858421,124.34
KMB,2025,Q4,331922371,100.89
KMB,2026,Q1,331940357,96.47
KMDA,2025,Q4,57686056,7.06
KMI,2024,Q1,2219384484,18.34
KMI,2024,Q2,2219462615,19.87
KMI,2024,Q3,2221640145,22.09
KMI,2024,Q4,2221963025,27.4
KMI,2025,Q1,2222068746,28.53
KMI,2025,Q2,2222077616,29.4
KMI,2025,Q3,2224760390,28.31
KMI,2025,Q4,2224806397,27.49
KMI,2026,Q1,2224825757,33.53
KMPR,2024,Q1,64375352,61.92
KMPR,2024,Q2,64426693,59.33
KMPR,2024,Q3,64045475,61.25
KMPR,2024,Q4,63900557,66.44
KMPR,2025,Q1,63994911,66.85
KMPR,2025,Q2,62742781,64.54
KMPR,2025,Q3,58546860,51.55
KMPR,2025,Q4,58714589,40.54
KMT,2024,Q1,78665910,24.94
KMT,2024,Q2,77900791,23.54
KMT,2024,Q3,77725882,25.93
KMT,2024,Q4,77360327,24.02
KMT,2025,Q1,76233564,21.3
KMT,2025,Q2,76021577,22.96
KMT,2025,Q3,76093136,20.93
KMT,2025,Q4,76198792,28.41
KMTS,2025,Q1,51348656,24.92
KMTS,2025,Q2,51348656,16.58
KMTS,2025,Q3,51449053,23.76
KMTS,2025,Q4,58349053,26.52
KMTS,2026,Q1,58373353,
KMX,2023,Q4,157921209,76.74
KMX,2024,Q1,157387560,87.11
KMX,2024,Q2,156078952,73.34
KMX,2024,Q3,154924341,77.38
KMX,2024,Q4,153799974,81.76
KMX,2025,Q1,152684225,77.92
KMX,2025,Q2,150582000,67.21
KMX,2025,Q3,146845043,44.87
KMX,2025,Q4,141796641,38.64
KMX,2026,Q1,141820715,41.58
KN,2024,Q2,88427283,17.26
KN,2024,Q3,88068883,18.03
KN,2024,Q4,87663173,19.93
KN,2025,Q1,86975035,15.2
KN,2025,Q2,85887606,17.62
KN,2025,Q3,85151884,23.31
KN,2025,Q4,84913639,21.43
KN,2026,Q1,85560660,25.68
KNDI,2022,Q3,74239831,
KNDI,2023,Q1,74190171,
KNDI,2023,Q2,79039558,
KNDI,2023,Q3,87522800,
KNDI,2023,Q4,87358234,
KNDI,2024,Q3,87358200,2.06
KNDI,2024,Q4,86072000,1.2
KNDI,2025,Q1,86072000,1.42
KNDI,2025,Q3,85480000,1.21
KNDI,2025,Q4,85985666,
KNF,2024,Q1,56609704,81.08
KNF,2024,Q2,56612705,70.14
KNF,2024,Q3,56612705,89.39
KNF,2024,Q4,56612705,101.64
KNF,2025,Q1,56652361,90.21
KNF,2025,Q2,56664165,81.64
KNF,2025,Q3,56664165,76.87
KNF,2025,Q4,56664165,70.35
KNSA,2024,Q2,71243712,18.67
KNSA,2024,Q3,72201565,24.99
KNSA,2024,Q4,72644240,19.78
KNSA,2025,Q1,72970967,22.21
KNSA,2025,Q2,43472928,27.67
KNSA,2025,Q3,45161019,38.83
KNSA,2025,Q4,45900637,41.25
KNSA,2026,Q1,46303276,
KNSL,2024,Q1,23276419,524.74
KNSL,2024,Q2,23286423,385.28
KNSL,2024,Q3,23287978,465.57
KNSL,2024,Q4,23277395,465.13
KNSL,2025,Q1,23311435,486.71
KNSL,2025,Q2,23300001,483.9
KNSL,2025,Q3,23263426,425.26
KNSL,2025,Q4,23153066,391.12
KNSL,2026,Q1,23062819,341.66
KNTK,2024,Q1,59715285,39.87
KNTK,2024,Q2,59735864,41.44
KNTK,2024,Q3,59754273,45.26
KNTK,2024,Q4,60078190,56.71
KNTK,2025,Q1,60922483,51.94
KNTK,2025,Q2,61474513,44.05
KNTK,2025,Q3,64027442,42.74
KNTK,2025,Q4,64590736,36.05
KNW,2025,Q2,7497948,
KNW,2025,Q3,388143679,1.34
KNW,2025,Q4,388144429,0.63
KNX,2024,Q1,161611000,55.02
KNX,2024,Q2,161864000,49.92
KNX,2024,Q3,161893000,53.95
KNX,2024,Q4,161975633,53.04
KNX,2025,Q1,162050000,43.49
KNX,2025,Q2,162302000,44.23
KNX,2025,Q3,162339000,39.51
KNX,2025,Q4,162425833,52.28
KO,2024,Q1,4307955307,61.18
KO,2024,Q2,4309868150,63.65
KO,2024,Q3,4307797138,71.86
KO,2024,Q4,4301000395,62.26
KO,2025,Q1,4304266738,71.62
KO,2025,Q2,4303667252,70.75
KO,2025,Q3,4301608845,66.32
KO,2025,Q4,4300723069,69.91
KOD,2024,Q1,52534947,5.26
KOD,2024,Q2,52614729,2.35
KOD,2024,Q3,52623774,2.61
KOD,2024,Q4,52748343,9.95
KOD,2025,Q1,52763541,2.8
KOD,2025,Q2,52821689,3.73
KOD,2025,Q3,53048428,16.37
KOD,2025,Q4,61048428,27.96
KODK,2024,Q1,801000000,4.95
KODK,2024,Q2,803000000,5.38
KODK,2024,Q3,804000000,4.72
KODK,2024,Q4,80600000,6.57
KODK,2025,Q1,80800000,6.32
KODK,2025,Q2,81000000,5.65
KODK,2025,Q3,96400000,6.41
KODK,2025,Q4,97500000,8.46
KOP,2024,Q2,20519296,36.99
KOP,2024,Q3,20268927,36.53
KOP,2024,Q4,20485752,32.4
KOP,2025,Q1,20010068,28.0
KOP,2025,Q2,19715527,32.15
KOP,2025,Q3,19613926,28.0
KOP,2025,Q4,19639357,27.08
KOPN,2024,Q1,118428000,1.8
KOPN,2024,Q2,120968103,0.84
KOPN,2024,Q3,158800600,0.73
KOPN,2024,Q4,156118014,1.36
KOPN,2025,Q1,162797922,0.93
KOPN,2025,Q2,162805852,1.53
KOPN,2025,Q3,182513346,2.43
KOPN,2025,Q4,176903857,2.34
KORE,2025,Q3,17539937,2.42
KORE,2025,Q4,17586936,
KOS,2024,Q1,471548508,5.96
KOS,2024,Q2,471816671,5.54
KOS,2024,Q3,471895480,4.03
KOS,2024,Q4,477904652,3.42
KOS,2025,Q1,478009062,2.28
KOS,2025,Q2,478253972,1.72
KOS,2025,Q3,478326954,1.66
KOS,2025,Q4,481024886,0.91
KOSS,2024,Q1,9254795,
KOSS,2024,Q2,9299795,4.45
KOSS,2024,Q3,9350795,
KOSS,2024,Q4,9375795,7.38
KOSS,2025,Q1,9375795,
KOSS,2025,Q2,9456438,5.1
KOSS,2025,Q3,9456438,5.08
KOSS,2025,Q4,9466438,
KPLT,2025,Q3,4643334,11.96
KPLT,2025,Q4,4765058,
KPRX,2025,Q3,3677935,
KPRX,2025,Q4,3950628,
KPTI,2024,Q1,117710263,1.51
KPTI,2024,Q2,124683681,0.87
KPTI,2024,Q3,125314506,0.83
KPTI,2024,Q4,126240054,0.68
KPTI,2025,Q1,8639904,3.74
KPTI,2025,Q2,8671278,4.31
KPTI,2025,Q3,17050876000,6.54
KPTI,2025,Q4,18343968,7.36
KR,2023,Q4,719423447,45.71
KR,2024,Q1,721687844,57.13
KR,2024,Q2,721790829,49.93
KR,2024,Q3,723486278,57.3
KR,2024,Q4,723606130,61.15
KR,2025,Q1,660893475,67.69
KR,2025,Q2,661155838,71.73
KR,2025,Q3,662678212,67.41
KR,2025,Q4,632849160,62.48
KR,2026,Q1,612575611,72.36
KRC,2024,Q1,117366405,36.43
KRC,2024,Q2,117385231,31.17
KRC,2024,Q3,118046674,38.7
KRC,2024,Q4,118046674,40.45
KRC,2025,Q1,118268759,32.76
KRC,2025,Q2,118294328,34.31
KRC,2025,Q3,118305702,42.25
KRC,2025,Q4,118503054,37.37
KRC,2026,Q1,116278807,28.21
KREF,2024,Q1,69313860,10.06
KREF,2024,Q2,69333208,9.05
KREF,2024,Q3,69333208,12.35
KREF,2024,Q4,68713596,10.1
KREF,2025,Q1,67824496,10.8
KREF,2025,Q2,65676132,8.77
KREF,2025,Q3,65488680,9.0
KREF,2025,Q4,64275643,8.22
KREF,2026,Q1,64300417,6.12
KRG,2024,Q1,219603862,21.68
KRG,2024,Q2,219654953,22.38
KRG,2024,Q3,219666129,26.56
KRG,2024,Q4,219667067,25.24
KRG,2025,Q1,219812300,22.37
KRG,2025,Q2,219858193,22.65
KRG,2025,Q3,216505973,22.3
KRG,2025,Q4,206792344,23.97
KRMD,2025,Q3,46322655,3.83
KRMD,2025,Q4,46370432,5.81
KRMN,2024,Q4,132174593,
KRMN,2025,Q1,132174593,33.42
KRMN,2025,Q2,132322435,50.37
KRMN,2025,Q3,132322435,72.2
KRMN,2025,Q4,132526299,73.17
KRNT,2025,Q4,46290822,14.38
KRNY,2024,Q1,64436995,6.44
KRNY,2024,Q2,64579683,6.15
KRNY,2024,Q3,64579683,6.87
KRNY,2024,Q4,64579683,7.08
KRNY,2025,Q1,64579683,6.26
KRNY,2025,Q2,64744523,6.46
KRNY,2025,Q3,64739151,6.57
KRNY,2025,Q4,64739151,7.41
KRO,2024,Q2,115036316,12.55
KRO,2024,Q3,115036316,12.45
KRO,2024,Q4,115036016,9.75
KRO,2025,Q1,115036316,7.48
KRO,2025,Q2,115053116,6.2
KRO,2025,Q3,115053116,5.74
KRO,2025,Q4,115053116,4.42
KRON,2024,Q2,60294610,1.24
KRON,2024,Q3,60340918,1.0
KRON,2024,Q4,60969214,0.95
KRON,2025,Q1,60969214,
KROS,2024,Q2,37522097,45.7
KROS,2024,Q3,40507409,58.07
KROS,2024,Q4,40562047,15.83
KROS,2025,Q1,40615414,10.19
KROS,2025,Q2,40615414,13.35
KROS,2025,Q3,30466069,15.82
KROS,2025,Q4,19717533,20.36
KRP,2024,Q2,80969651,16.36
KRP,2024,Q3,80969651,16.09
KRP,2024,Q4,92502231,16.23
KRP,2025,Q1,93396488,14.0
KRP,2025,Q2,93396488,13.96
KRP,2025,Q3,93396488,13.49
KRP,2025,Q4,93396488,11.76
KRRO,2025,Q3,9417295,47.89
KRRO,2025,Q4,14422571,8.01
KRT,2025,Q3,20099505,25.21
KRT,2025,Q4,19963731,22.57
KRUS,2025,Q3,11111427,59.41
KRUS,2025,Q4,11111427,52.33
KRUS,2026,Q1,11147832,
KRYS,2024,Q1,28558440,177.93
KRYS,2024,Q2,28729950,183.64
KRYS,2024,Q3,28760548,182.03
KRYS,2024,Q4,28806078,156.66
KRYS,2025,Q1,28898680,180.3
KRYS,2025,Q2,28942981,137.46
KRYS,2025,Q3,28997519,176.53
KRYS,2025,Q4,29232189,246.54
KSCP,2025,Q3,11172438,5.77
KSCP,2025,Q4,15947845,3.71
KSPI,2025,Q4,190227932,78.13
KSS,2024,Q1,110906777,29.15
KSS,2024,Q2,111205633,22.99
KSS,2024,Q3,111238455,21.1
KSS,2024,Q4,111317504,14.04
KSS,2025,Q1,111323544,8.18
KSS,2025,Q2,112041679,8.48
KSS,2025,Q3,112074683,15.37
KSS,2025,Q4,112189191,20.41
KSS,2026,Q1,112214439,12.9
KTB,2024,Q1,55692000,60.25
KTB,2024,Q2,55674000,66.15
KTB,2024,Q3,55135000,81.78
KTB,2024,Q4,55311000,85.41
KTB,2025,Q1,55432000,64.13
KTB,2025,Q2,55574234,65.97
KTB,2025,Q3,55593612,79.77
KTB,2026,Q1,55254141,70.29
KTCC,2025,Q2,10773774,2.86
KTCC,2025,Q4,10859269,
KTOS,2024,Q1,150098184,18.38
KTOS,2024,Q2,150999300,20.01
KTOS,2024,Q3,151073886,23.3
KTOS,2024,Q4,152842507,26.38
KTOS,2025,Q1,153443342,29.69
KTOS,2025,Q2,168794500,46.45
KTOS,2025,Q3,168840708,91.37
KTOS,2025,Q4,170329158,75.91
KTTA,2025,Q3,7443577,0.73
KTTA,2025,Q4,24939948,1.29
KULR,2024,Q2,192989619,0.4
KULR,2024,Q3,214227808,0.29
KULR,2024,Q4,284389637,3.55
KULR,2025,Q1,298466335,1.32
KULR,2025,Q2,41108543,7.13
KULR,2025,Q3,45674420,4.16
KULR,2025,Q4,46239034,2.96
KURA,2024,Q2,76634496,20.59
KURA,2024,Q3,77763750,19.54
KURA,2024,Q4,80754961,8.71
KURA,2025,Q1,86574687,6.6
KURA,2025,Q2,86797185,5.77
KURA,2025,Q3,87017518,8.85
KURA,2025,Q4,88329759,10.39
KVACU,2025,Q3,9238421,
KVACU,2025,Q4,5506521,
KVHI,2025,Q3,19573251,5.6
KVHI,2025,Q4,19478934,6.97
KVUE,2024,Q1,1914810796,21.46
KVUE,2024,Q2,1915167356,18.18
KVUE,2024,Q3,1917257438,23.13
KVUE,2024,Q4,1911240720,21.35
KVUE,2025,Q1,1919909938,23.98
KVUE,2025,Q2,1919069920,20.93
KVUE,2025,Q3,1915802170,16.23
KVUE,2025,Q4,1916732090,17.25
KVYO,2024,Q2,72592767,24.89
KVYO,2024,Q3,78803963,35.38
KVYO,2024,Q4,90501471,41.24
KVYO,2025,Q1,94683729,30.26
KVYO,2025,Q2,116897730,33.58
KVYO,2025,Q3,137856147,27.69
KVYO,2025,Q4,145497436,32.47
KW,2024,Q1,138095244,8.58
KW,2024,Q2,137425743,9.72
KW,2024,Q3,137411923,11.05
KW,2024,Q4,137442778,9.99
KW,2025,Q1,138293288,8.68
KW,2025,Q2,137899795,6.8
KW,2025,Q3,137904394,8.32
KW,2025,Q4,138464514,9.67
KWR,2024,Q1,17989892,205.25
KWR,2024,Q2,17912155,169.7
KWR,2024,Q3,17787813,168.49
KWR,2024,Q4,17671654,140.76
KWR,2025,Q1,17680655,123.61
KWR,2025,Q2,17394619,111.94
KWR,2025,Q3,17340035,131.75
KWR,2025,Q4,17335075,137.31
KXIN,2025,Q4,21279792,
KYMR,2024,Q2,61753243,29.85
KYMR,2024,Q3,64765274,47.33
KYMR,2024,Q4,64944136,40.23
KYMR,2025,Q1,65119568,27.37
KYMR,2025,Q2,71497597,43.64
KYMR,2025,Q3,71949027,56.6
KYMR,2025,Q4,81642394,77.81
KYTX,2024,Q1,43115244,24.84
KYTX,2024,Q2,43146852,7.5
KYTX,2024,Q3,43171612,4.89
KYTX,2024,Q4,43214918,3.74
KYTX,2025,Q1,43218873,1.93
KYTX,2025,Q2,43245667,3.07
KYTX,2025,Q3,43796170,6.0
KYTX,2025,Q4,60439893,9.4
KZR,2025,Q3,7323156,3.9
KZR,2025,Q4,7371527,6.29
L,2024,Q1,221406259,78.29
L,2024,Q2,219516512,74.74
L,2024,Q3,217776738,79.05
L,2024,Q4,212861300,84.69
L,2025,Q1,209696528,91.91
L,2025,Q2,207426395,91.66
L,2025,Q3,206659567,100.39
L,2025,Q4,206052874,105.31
LAB,2024,Q2,371154471,1.77
LAB,2024,Q3,372258798,1.93
LAB,2024,Q4,378986362,1.75
LAB,2025,Q1,379822268,1.08
LAB,2025,Q2,381995102,1.2
LAB,2025,Q3,384565414,1.3
LAB,2025,Q4,390071506,1.28
LAC,2024,Q3,217999008,2.7
LAC,2024,Q4,218686462,2.97
LAC,2025,Q1,218904876,2.71
LAC,2025,Q2,241662806,2.68
LAC,2025,Q3,303488288,5.71
LAC,2025,Q4,347369613,4.36
LAD,2024,Q1,27406486,300.86
LAD,2024,Q2,26739875,252.45
LAD,2024,Q3,26637156,317.64
LAD,2024,Q4,26286746,357.43
LAD,2025,Q1,26030572,293.54
LAD,2025,Q2,25636451,337.82
LAD,2025,Q3,24250030,316.0
LAD,2025,Q4,23374910,332.33
LADR,2024,Q1,127888375,11.13
LADR,2024,Q2,127866107,11.29
LADR,2024,Q3,127637981,11.6
LADR,2024,Q4,127106481,11.19
LADR,2025,Q1,128096466,11.41
LADR,2025,Q2,127460976,10.75
LADR,2025,Q3,127321390,10.91
LADR,2025,Q4,127233559,10.99
LADR,2026,Q1,127668084,9.77
LAES,2025,Q4,191525129,3.78
LAKE,2025,Q1,9498604,20.31
LAKE,2025,Q4,9798346,8.84
LAKE,2026,Q1,10723205,
LAMR,2024,Q1,87820609,119.41
LAMR,2024,Q2,87881548,119.53
LAMR,2024,Q3,87937722,133.6
LAMR,2024,Q4,87976923,121.74
LAMR,2025,Q1,87969955,113.78
LAMR,2025,Q2,86798604,121.36
LAMR,2025,Q3,86863497,122.42
LAMR,2025,Q4,86910542,126.58
LANC,2024,Q1,27527000,207.63
LANC,2024,Q2,27527000,188.97
LANC,2024,Q3,27565000,176.57
LANC,2024,Q4,27572000,173.14
LANC,2025,Q1,27569000,
LAND,2024,Q1,35838442,13.34
LAND,2024,Q2,35838442,13.69
LAND,2024,Q3,36184658,13.9
LAND,2024,Q4,36184658,10.85
LAND,2025,Q1,36184658,10.52
LAND,2025,Q2,36184658,10.17
LAND,2025,Q3,37266833,9.16
LAND,2025,Q4,41438406,9.15
LAR,2025,Q4,162406904,5.58
LARK,2025,Q3,5790579,26.69
LASE,2025,Q3,22332826,4.31
LASE,2025,Q4,22845345,
LASR,2024,Q1,47565204,13.0
LASR,2024,Q2,48125661,10.93
LASR,2024,Q3,48429356,10.69
LASR,2024,Q4,49030981,10.49
