ticker,year,quarter,outstanding_shares,quarter_end_price
AEVA,2024,Q1,52847027,3.93
AEVA,2024,Q2,53648432,2.52
AEVA,2024,Q3,53882801,3.29
AEVA,2024,Q4,54713688,4.75
AEVA,2025,Q1,55022644,7.0
AEVA,2025,Q2,56327698,37.79
AEVA,2025,Q3,60079908,14.5
AEVA,2025,Q4,62947689,13.28
AEYE,2024,Q2,11879116,17.61
AEYE,2024,Q3,12178130,22.85
AEYE,2024,Q4,12412544,15.21
AEYE,2025,Q1,12458309,11.1
AEYE,2025,Q2,12407649,11.65
AEYE,2025,Q3,12418617,13.86
AEYE,2025,Q4,12495980,9.99
AFBI,2024,Q2,6412430,21.2
AFBI,2024,Q3,6412430,21.41
AFBI,2024,Q4,6387329,17.5
AFBI,2025,Q1,6316088,17.76
AFBI,2025,Q2,6292422,18.38
AFBI,2025,Q3,6167602,19.72
AFBI,2025,Q4,6094885,20.41
AFCG,2024,Q2,20667094,12.2
AFCG,2024,Q3,21952677,10.21
AFCG,2024,Q4,22596007,8.33
AFCG,2025,Q1,22596007,5.57
AFCG,2025,Q2,22594541,4.48
AFCG,2025,Q3,22594541,3.83
AFCG,2025,Q4,23528844,2.85
AFG,2024,Q1,83866972,136.48
AFG,2024,Q2,83903815,123.02
AFG,2024,Q3,83931257,134.6
AFG,2024,Q4,83982106,136.93
AFG,2025,Q1,83517982,131.34
AFG,2025,Q2,83394479,126.21
AFG,2025,Q3,83403572,145.72
AFG,2025,Q4,83298833,136.68
AFJKU,2025,Q3,6121733,
AFL,2024,Q1,568222447,85.86
AFL,2024,Q2,560026311,89.31
AFL,2024,Q3,555528417,111.8
AFL,2024,Q4,546588291,103.44
AFL,2025,Q1,540645028,111.19
AFL,2025,Q2,534831490,105.46
AFL,2025,Q3,524113917,111.7
AFL,2025,Q4,516369452,110.27
AFRM,2024,Q1,263837691,37.26
AFRM,2024,Q2,267435252,30.21
AFRM,2024,Q3,271918122,40.82
AFRM,2024,Q4,277254755,60.9
AFRM,2025,Q1,281825613,45.19
AFRM,2025,Q2,284917717,69.14
AFRM,2025,Q3,289362771,73.08
AFRM,2025,Q4,292409876,74.43
AG,2024,Q3,301616000,6.0
AG,2024,Q4,301864000,5.49
AG,2025,Q1,484089984,6.69
AG,2025,Q3,490030000,12.29
AG,2025,Q4,490356045,16.66
AGAE,2025,Q3,38014430,0.92
AGCO,2024,Q1,74619501,123.02
AGCO,2024,Q2,74642303,97.88
AGCO,2024,Q3,74645281,97.86
AGCO,2024,Q4,74582014,93.48
AGCO,2025,Q1,74586793,92.57
AGCO,2025,Q2,74620227,103.16
AGCO,2025,Q3,74623566,107.07
AGCO,2025,Q4,72400559,104.32
AGEN,2024,Q1,20999261,0.58
AGEN,2024,Q2,21571941,16.75
AGEN,2024,Q3,23458929,5.48
AGEN,2024,Q4,25308841,2.74
AGEN,2025,Q1,27416850,1.51
AGEN,2025,Q2,31864108,4.57
AGEN,2025,Q3,34008349,3.85
AGEN,2025,Q4,38398354,3.14
AGFY,2025,Q3,2002568,
AGFY,2025,Q4,2149148,
AGH,2025,Q3,15056297,
AGH,2025,Q4,20254682,
AGI,2024,Q3,419718016,19.94
AGI,2024,Q4,420281984,18.44
AGI,2025,Q1,420422016,26.74
AGI,2025,Q3,420710000,34.86
AGI,2025,Q4,419834240,38.58
AGIO,2024,Q1,56772966,29.24
AGIO,2024,Q2,56893130,43.12
AGIO,2024,Q3,57030195,44.43
AGIO,2024,Q4,57296167,32.86
AGIO,2025,Q1,57915199,29.3
AGIO,2025,Q2,58101518,33.26
AGIO,2025,Q3,58313812,40.14
AGIO,2025,Q4,58592172,27.22
AGL,2024,Q1,411261609,6.1
AGL,2024,Q2,411482837,6.54
AGL,2024,Q3,412017845,3.93
AGL,2024,Q4,412303066,1.9
AGL,2025,Q1,413951779,4.33
AGL,2025,Q2,414423149,2.3
AGL,2025,Q3,414581604,1.03
AGL,2025,Q4,414869759,0.69
AGM,2024,Q3,9354722,187.41
AGM.A,2025,Q3,1030780,
AGM.A,2025,Q4,1030780,
AGNC,2024,Q1,726929217,9.9
AGNC,2024,Q2,782464442,9.54
AGNC,2024,Q3,885639833,10.46
AGNC,2024,Q4,900421216,9.21
AGNC,2025,Q1,1020375406,9.58
AGNC,2025,Q2,1041732565,9.19
AGNC,2025,Q3,1072724070,9.79
AGNC,2025,Q4,1108770670,10.72
AGO,2024,Q1,54442902,87.25
AGO,2024,Q2,52635580,77.15
AGO,2024,Q3,50900850,79.52
AGO,2024,Q4,50103140,90.01
AGO,2025,Q1,49091143,88.1
AGO,2025,Q2,47615221,87.1
AGO,2025,Q3,46109095,84.65
AGO,2025,Q4,44948769,89.87
AGRI,2025,Q3,93112148,
AGRI,2025,Q4,89798842,
AGRO,2024,Q3,102461000,11.07
AGRO,2024,Q4,100837000,9.43
AGRO,2025,Q1,100054000,11.17
AGRO,2025,Q3,99990000,7.84
AGRO,2025,Q4,141465745,7.93
AGS,2024,Q2,40238061,11.5
AGS,2024,Q3,40926779,11.39
AGS,2024,Q4,41258449,11.53
AGS,2025,Q1,41505492,
AGX,2024,Q3,13499650,101.43
AGX,2025,Q1,13634214,131.17
AGX,2025,Q4,13873410,313.32
AGX,2026,Q1,13945962,544.65
AGYS,2024,Q1,27454213,84.26
AGYS,2024,Q2,27881838,104.14
AGYS,2024,Q3,27950510,108.97
AGYS,2024,Q4,27963988,131.71
AGYS,2025,Q1,28017312,72.54
AGYS,2025,Q4,28108247,118.84
AHCO,2024,Q1,133195000,11.51
AHCO,2024,Q2,133377000,10.0
AHCO,2024,Q3,134539000,11.23
AHCO,2024,Q4,134602000,9.52
AHCO,2025,Q1,134941000,10.84
AHCO,2025,Q2,135297767,9.43
AHCO,2025,Q3,135424334,8.95
AHCO,2025,Q4,135914816,9.96
AHH,2024,Q1,67073451,10.4
AHH,2024,Q2,67872875,11.09
AHH,2024,Q3,79693739,10.83
AHH,2024,Q4,79918740,10.23
AHH,2025,Q1,80155369,7.51
AHH,2025,Q2,80158804,6.87
AHH,2025,Q3,80153392,7.01
AHH,2025,Q4,80176689,6.62
AHL,2025,Q4,91893366,37.1
AHR,2024,Q1,65372222,14.75
AHR,2024,Q2,131647015,14.61
AHR,2024,Q3,153062404,26.1
AHR,2024,Q4,157565295,28.42
AHR,2025,Q1,159496793,30.3
AHR,2025,Q2,168575204,36.74
AHR,2025,Q3,176908238,42.01
AHR,2025,Q4,188028542,47.06
AHT,2024,Q1,42406378,1.37
AHT,2024,Q2,50196580,0.97
AHT,2024,Q3,5520951,0.75
AHT,2024,Q4,5775167,
AHT,2025,Q1,5860754,
AHT,2025,Q2,6132193,
AHT,2025,Q3,6411532,
AHT,2025,Q4,6476491,4.26
AI,2024,Q1,118548799,27.07
AI,2024,Q2,121317784,28.96
AI,2024,Q3,123532746,24.23
AI,2024,Q4,125565327,34.43
AI,2025,Q1,129238730,21.05
AI,2025,Q2,130885934,24.57
AI,2025,Q3,134349704,17.34
AI,2025,Q4,137253289,13.48
AI,2026,Q1,141791230,8.42
AIFEU,2025,Q3,8869250,
AIFEU,2025,Q4,8869250,
AIFF,2024,Q2,7341393,
AIFF,2024,Q3,8503365,
AIFF,2024,Q4,11622952,
AIFF,2025,Q1,12861098,3.93
AIFF,2025,Q2,13392918,2.83
AIFF,2025,Q3,13482511,2.91
AIFF,2025,Q4,14793075,0.88
AIG,2024,Q1,663668009,78.17
AIG,2024,Q2,643951434,74.24
AIG,2024,Q3,623769375,73.23
AIG,2024,Q4,593332964,72.8
AIG,2025,Q1,576330260,86.94
AIG,2025,Q2,554003850,85.59
AIG,2025,Q3,539576054,78.54
AIG,2025,Q4,536559663,85.55
AIHS,2025,Q1,10518040,
AIHS,2025,Q4,4557489,
AII,2025,Q3,19576804,22.31
AII,2025,Q4,19579009,20.83
AIM,2025,Q3,2853114,
AIM,2025,Q4,8147782,
AIMD,2025,Q3,4812634,
AIMD,2025,Q4,7266011,
AIN,2024,Q1,40898000,93.51
AIN,2024,Q2,31200000,84.45
AIN,2024,Q3,31300000,88.85
AIN,2024,Q4,30900000,79.97
AIN,2025,Q1,30200000,69.04
AIN,2025,Q2,40984000,70.13
AIN,2025,Q3,40989000,53.3
AIN,2025,Q4,40989000,50.7
AIOT,2024,Q2,107758010,4.57
AIOT,2024,Q3,132138557,5.0
AIOT,2024,Q4,132509343,6.66
AIOT,2025,Q1,133370542,5.49
AIOT,2025,Q4,134147277,5.32
AIP,2024,Q2,39257166,7.51
AIP,2024,Q3,40177393,7.72
AIP,2024,Q4,40948190,10.19
AIP,2025,Q1,41977728,6.91
AIP,2025,Q2,42649917,9.53
AIP,2025,Q3,43683773,10.1
AIP,2025,Q4,45467261,15.5
AIR,2024,Q1,35427056,59.87
AIR,2024,Q2,35711075,72.7
AIR,2024,Q3,35907686,65.36
AIR,2024,Q4,35914649,61.28
AIR,2025,Q1,36103802,55.99
AIR,2025,Q2,35847589,68.79
AIR,2025,Q3,36112491,89.67
AIR,2025,Q4,39572508,82.79
AIR,2026,Q1,39764268,109.46
AIRE,2024,Q2,44323226,0.95
AIRE,2024,Q3,45864503,
AIRE,2024,Q4,46230930,
AIRE,2025,Q1,51248840,1.09
AIRE,2025,Q2,83775039,0.31
AIRE,2025,Q3,128044308,0.77
AIRE,2025,Q4,131852546,0.42
AIRE,2026,Q1,134118789,
AIRG,2024,Q2,11301507,6.04
AIRG,2024,Q3,11344639,7.54
AIRG,2024,Q4,11558901,7.06
AIRG,2025,Q1,11794084,3.37
AIRG,2025,Q2,11903285,4.18
AIRG,2025,Q3,11958193,4.34
AIRG,2025,Q4,12223892,4.06
AIRI,2024,Q2,3337037,
AIRI,2024,Q3,3358119,
AIRI,2024,Q4,3694095,4.07
AIRI,2025,Q1,3764237,
AIRI,2025,Q2,4771954,
AIRI,2025,Q3,4775777,3.13
AIRI,2025,Q4,4781054,3.07
AIRJ,2025,Q3,60538813,4.69
AIRJ,2025,Q4,61207295,3.94
AIRO,2025,Q3,31303834,19.2
AIRO,2025,Q4,31434967,8.18
AIRS,2024,Q2,57592078,4.0
AIRS,2024,Q3,57882284,5.07
AIRS,2024,Q4,58574516,5.19
AIRS,2025,Q1,58779850,2.34
AIRS,2025,Q2,62436670,4.83
AIRS,2025,Q3,62436670,8.02
AIRS,2025,Q4,70545681,1.98
AIRT,2025,Q1,2702639,
AIRT,2025,Q4,2702639,
AISP,2025,Q3,34175563,5.17
AISP,2025,Q4,34372162,2.89
AIT,2024,Q1,38602617,197.55
AIT,2024,Q2,38358730,194.0
AIT,2024,Q3,38446528,223.13
AIT,2024,Q4,38377254,239.47
AIT,2025,Q1,38084641,225.34
AIT,2025,Q2,37752947,232.45
AIT,2025,Q3,37717910,261.05
AIT,2025,Q4,37302440,256.77
AIT,2026,Q1,36959541,265.32
AIV,2024,Q1,144827125,8.19
AIV,2024,Q2,141609410,8.29
AIV,2024,Q3,141269368,9.04
AIV,2024,Q4,141967654,9.09
AIV,2025,Q1,141707657,8.8
AIV,2025,Q2,142331227,8.65
AIV,2025,Q3,144075540,7.93
AIV,2025,Q4,143870326,5.94
AIZ,2024,Q1,51985804,188.24
AIZ,2024,Q2,51793255,166.25
AIZ,2024,Q3,51287376,198.86
AIZ,2024,Q4,50791921,213.22
AIZ,2025,Q1,50702324,209.75
AIZ,2025,Q2,50459211,197.49
AIZ,2025,Q3,50081110,216.6
AIZ,2025,Q4,49699769,240.85
AJG,2024,Q1,218500000,250.04
AJG,2024,Q2,219100000,259.31
AJG,2024,Q3,219400000,281.37
AJG,2024,Q4,254700000,283.85
AJG,2025,Q1,256100000,345.24
AJG,2025,Q2,256400000,320.12
AJG,2025,Q3,256800000,309.74
AJG,2025,Q4,257100000,258.79
AKA,2025,Q3,10739676,
AKA,2025,Q4,10816625,
AKAM,2024,Q1,152316548,108.76
AKAM,2024,Q2,151525770,90.08
AKAM,2024,Q3,150226986,100.95
AKAM,2024,Q4,150317536,95.65
AKAM,2025,Q1,146206374,80.5
AKAM,2025,Q2,143385528,79.76
AKAM,2025,Q3,143865237,75.76
AKAM,2025,Q4,144888114,87.25
AKBA,2024,Q2,210288210,1.02
AKBA,2024,Q3,218181202,1.32
AKBA,2024,Q4,236231057,1.9
AKBA,2025,Q1,262635836,1.92
AKBA,2025,Q2,265145038,3.64
AKBA,2025,Q3,265365993,2.73
AKBA,2025,Q4,267879239,1.61
AKR,2024,Q1,103181468,17.01
AKR,2024,Q2,105331061,17.92
AKR,2024,Q3,119654906,23.48
AKR,2024,Q4,119679930,24.16
AKR,2025,Q1,130960919,20.95
AKR,2025,Q2,131013079,18.57
AKR,2025,Q3,131034624,20.15
AKR,2025,Q4,131039388,20.54
AKRO,2024,Q2,69430754,23.46
AKRO,2024,Q3,69799148,28.69
AKRO,2024,Q4,79620128,27.82
AKRO,2025,Q1,79717570,40.48
AKRO,2025,Q2,79988975,53.36
AKRO,2025,Q3,82316179,47.48
AKTX,2025,Q3,71479461523,
AKTX,2025,Q4,91567009533,
AKYA,2024,Q2,49499487,2.34
AKYA,2024,Q3,49563386,2.72
AKYA,2024,Q4,49816357,2.29
AKYA,2025,Q1,49875399,
AL,2024,Q1,111366501,51.44
AL,2024,Q2,111376884,47.53
AL,2024,Q3,111376884,45.29
AL,2024,Q4,111376884,48.21
AL,2025,Q1,111759135,48.31
AL,2025,Q2,111765032,58.49
AL,2025,Q3,111765032,63.65
AL,2025,Q4,112035408,64.23
ALAB,2024,Q1,155701301,74.19
ALAB,2024,Q2,156656716,60.51
ALAB,2024,Q3,158610853,52.39
ALAB,2024,Q4,162153472,132.45
ALAB,2025,Q1,164916814,59.67
ALAB,2025,Q2,166219140,90.42
ALAB,2025,Q3,168903616,195.8
ALAB,2025,Q4,170214503,166.36
ALAR,2025,Q4,71758374,8.58
ALB,2024,Q1,117527473,131.74
ALB,2024,Q2,117533235,95.52
ALB,2024,Q3,117540339,94.71
ALB,2024,Q4,117573461,86.08
ALB,2025,Q1,117660914,72.02
ALB,2025,Q2,117682932,62.67
ALB,2025,Q3,117697540,81.08
ALB,2025,Q4,117847220,141.44
ALBT,2025,Q3,4252009,
ALBT,2025,Q4,8023609,
ALC,2025,Q4,487427920,78.81
ALCO,2024,Q2,7628739,25.91
ALCO,2024,Q4,7637657,25.93
ALCO,2025,Q1,7642085,29.84
ALCO,2025,Q2,7645360,32.68
ALCO,2025,Q3,7656646,34.66
ALCO,2025,Q4,7656646,36.38
ALCYU,2025,Q3,3470499,
ALCYU,2025,Q4,3470499,
ALDF,2024,Q3,29868214,
ALDF,2024,Q4,29868214,9.94
ALDF,2025,Q1,29868214,10.1
ALDFU,2025,Q3,29868214,
ALDFU,2025,Q4,23707500,
ALDX,2024,Q2,59421551,3.31
ALDX,2024,Q3,59549598,5.39
ALDX,2024,Q4,59708654,4.99
ALDX,2025,Q1,59895588,5.75
ALDX,2025,Q2,59895588,3.83
ALDX,2025,Q3,60162773,5.22
ALDX,2025,Q4,60182782,5.18
ALE,2024,Q1,57666069,59.64
ALE,2024,Q2,57753513,62.35
ALE,2024,Q3,57818971,64.19
ALE,2024,Q4,57901153,64.8
ALE,2025,Q1,57963812,65.7
ALE,2025,Q2,58035364,64.07
ALE,2025,Q3,58098399,66.4
ALEC,2024,Q2,97321062,4.54
ALEC,2024,Q3,97932605,4.66
ALEC,2024,Q4,99085888,1.89
ALEC,2025,Q1,99992600,1.23
ALEC,2025,Q2,101212329,1.4
ALEC,2025,Q3,109151472,2.96
ALEC,2025,Q4,110362581,1.56
ALEX,2024,Q2,72621777,16.96
ALEX,2024,Q3,72632947,19.2
ALEX,2024,Q4,72711414,17.74
ALEX,2025,Q1,72711539,17.23
ALEX,2025,Q2,72753270,17.83
ALEX,2025,Q3,72758460,18.19
ALEX,2025,Q4,72875492,20.64
ALF,2024,Q2,28750000,
ALF,2024,Q3,28750000,10.02
ALF,2024,Q4,28750000,10.1
ALF,2025,Q1,28750000,10.3
ALF,2025,Q3,31250000,10.55
ALFUU,2025,Q3,28750000,
ALFUU,2025,Q4,28750000,
ALG,2024,Q2,12059984,173.0
ALG,2024,Q3,12060141,180.13
ALG,2024,Q4,12063468,185.91
ALG,2025,Q1,12089957,178.21
ALG,2025,Q2,12110910,218.38
ALG,2025,Q3,12115428,190.9
ALG,2025,Q4,12121294,167.87
ALGM,2023,Q4,193125832,30.27
ALGM,2024,Q1,193748130,26.96
ALGM,2024,Q2,193920480,28.24
ALGM,2024,Q3,183983854,23.3
ALGM,2024,Q4,184125032,21.86
ALGM,2025,Q1,184901228,25.13
ALGM,2025,Q2,185040489,34.19
ALGM,2025,Q3,185119045,29.2
ALGM,2025,Q4,185290870,26.38
ALGN,2024,Q1,75281687,327.92
ALGN,2024,Q2,74697065,241.43
ALGN,2024,Q3,74653060,254.32
ALGN,2024,Q4,73597648,208.51
ALGN,2025,Q1,72484841,158.86
ALGN,2025,Q2,72486368,189.33
ALGN,2025,Q3,71749995,125.22
ALGN,2025,Q4,71282132,156.15
ALGS,2024,Q2,76810229,0.35
ALGS,2024,Q3,3464199,8.66
ALGS,2024,Q4,6114311,39.84
ALGS,2025,Q1,6114801,8.25
ALGS,2025,Q2,6151374,7.21
ALGS,2025,Q3,6153582,9.8
ALGS,2025,Q4,6187807,9.32
ALGT,2024,Q1,18232284,75.21
ALGT,2024,Q2,18296800,50.23
ALGT,2024,Q3,18343946,55.06
ALGT,2024,Q4,18338274,94.12
ALGT,2025,Q1,18254744,51.65
ALGT,2025,Q2,18350182,54.95
ALGT,2025,Q3,18313574,60.77
ALGT,2025,Q4,18452294,85.27
ALHC,2024,Q2,191299946,7.82
ALHC,2024,Q3,191696093,11.82
ALHC,2024,Q4,191832332,11.25
ALHC,2025,Q1,197843352,18.62
ALHC,2025,Q2,198031417,14.0
ALHC,2025,Q3,200091742,17.45
ALHC,2025,Q4,204296493,19.75
ALIT,2024,Q1,550348057,9.85
ALIT,2024,Q2,535336010,7.38
ALIT,2024,Q3,532506339,7.4
ALIT,2024,Q4,532668799,6.92
ALIT,2025,Q1,527834564,5.93
ALIT,2025,Q2,528867922,5.66
ALIT,2025,Q3,522778829,3.26
ALIT,2025,Q4,524107829,1.95
ALK,2024,Q1,126891838,42.99
ALK,2024,Q2,126159173,40.4
ALK,2024,Q3,126944559,45.21
ALK,2024,Q4,123078168,64.75
ALK,2025,Q1,121392507,49.22
ALK,2025,Q2,115310451,49.48
ALK,2025,Q3,115988613,49.78
ALK,2025,Q4,114641450,50.3
ALKS,2024,Q1,169221311,27.07
ALKS,2024,Q2,164668329,24.1
ALKS,2024,Q3,161802508,27.99
ALKS,2024,Q4,162614067,28.76
ALKS,2025,Q1,164901285,33.02
ALKS,2025,Q2,165077979,28.61
ALKS,2025,Q3,165117509,30.0
ALKS,2025,Q4,166649934,27.98
ALKT,2024,Q2,98985370,28.48
ALKT,2024,Q3,100496654,31.54
ALKT,2024,Q4,102232922,36.68
ALKT,2025,Q1,103019976,26.25
ALKT,2025,Q2,104083138,30.14
ALKT,2025,Q3,105004011,24.84
ALKT,2025,Q4,106148144,23.07
ALL,2024,Q1,263915332,173.01
ALL,2024,Q2,264040589,159.66
ALL,2024,Q3,264803459,189.65
ALL,2024,Q4,265026048,192.79
ALL,2025,Q1,264817505,207.07
ALL,2025,Q2,263505334,201.31
ALL,2025,Q3,261681708,214.65
ALL,2025,Q4,259535842,208.15
ALLE,2024,Q1,87440696,134.71
ALLE,2024,Q2,87128089,118.15
ALLE,2024,Q3,86929281,145.74
ALLE,2024,Q4,86290351,130.68
ALLE,2025,Q1,86049290,130.46
ALLE,2025,Q2,85846520,144.12
ALLE,2025,Q3,86031953,177.35
ALLE,2025,Q4,86145484,159.22
ALLE,2026,Q1,85935861,145.29
ALLK,2024,Q2,88850713,1.0
ALLK,2024,Q3,89343634,0.65
ALLK,2024,Q4,90203245,1.21
ALLK,2025,Q1,90376972,
ALLO,2024,Q2,209111516,2.33
ALLO,2024,Q3,209672091,2.8
ALLO,2024,Q4,217264738,2.13
ALLO,2025,Q1,218730809,1.46
ALLO,2025,Q2,221881029,1.13
ALLO,2025,Q3,224730144,1.24
ALLO,2025,Q4,243777920,1.37
ALLR,2025,Q3,15811886,
ALLR,2025,Q4,15818980,1.08
ALLT,2025,Q4,48645282,9.83
ALLY,2024,Q1,303981222,40.59
ALLY,2024,Q2,304671884,39.67
ALLY,2024,Q3,304714784,35.59
ALLY,2024,Q4,307113093,36.01
ALLY,2025,Q1,307174699,36.47
ALLY,2025,Q2,307808031,38.95
ALLY,2025,Q3,308053195,39.2
ALLY,2025,Q4,309091700,45.29
ALM,2025,Q4,262776228,8.81
ALMS,2024,Q2,47218394,13.3
ALMS,2024,Q3,47222419,10.68
ALMS,2024,Q4,47222419,7.86
ALMS,2025,Q1,47220636,6.14
ALMS,2025,Q2,96879394,3.0
ALMS,2025,Q3,97208495,3.99
ALMS,2025,Q4,123139425,9.76
ALMU,2025,Q2,15892887,16.37
ALMU,2025,Q4,18049306,17.17
ALNT,2024,Q2,16844133,25.27
ALNT,2024,Q3,16845378,18.99
ALNT,2024,Q4,16844836,24.28
ALNT,2025,Q1,16928886,21.98
ALNT,2025,Q2,16946976,36.31
ALNT,2025,Q3,16943497,44.75
ALNT,2025,Q4,16940049,53.75
ALNY,2024,Q1,126491778,149.45
ALNY,2024,Q2,128380513,243.0
ALNY,2024,Q3,128980917,275.03
ALNY,2024,Q4,129457156,235.31
ALNY,2025,Q1,130388393,270.02
ALNY,2025,Q2,131079015,326.09
ALNY,2025,Q3,132113818,456.0
ALNY,2025,Q4,132623144,397.65
ALOT,2025,Q1,7574834,9.19
ALOT,2025,Q4,7638423,
ALOT,2026,Q1,7692840,
ALRM,2024,Q1,50188716,72.47
ALRM,2024,Q2,49248750,63.54
ALRM,2024,Q3,49429093,54.67
ALRM,2024,Q4,49646941,60.8
ALRM,2025,Q1,49742009,55.65
ALRM,2025,Q2,49905032,56.57
ALRM,2025,Q3,49879680,53.08
ALRM,2025,Q4,49666158,51.02
ALRS,2024,Q2,19777796,19.61
ALRS,2024,Q3,25338280,22.88
ALRS,2024,Q4,25362855,19.24
ALRS,2025,Q1,25365662,18.46
ALRS,2025,Q2,25396307,21.64
ALRS,2025,Q3,25397303,22.14
ALRS,2025,Q4,25401161,22.52
ALSN,2024,Q1,87478168,81.16
ALSN,2024,Q2,87137881,75.9
ALSN,2024,Q3,86622825,96.07
ALSN,2024,Q4,85518298,108.06
ALSN,2025,Q1,84254786,95.67
ALSN,2025,Q2,83616722,94.99
ALSN,2025,Q3,83228716,84.88
ALSN,2025,Q4,82805592,97.9
ALT,2024,Q1,70902191,10.18
ALT,2024,Q2,71070951,6.65
ALT,2024,Q3,71124625,6.14
ALT,2024,Q4,77013658,7.21
ALT,2025,Q1,81106973,5.0
ALT,2025,Q2,88257253,3.87
ALT,2025,Q3,104254173,3.77
ALT,2025,Q4,130069983,3.61
ALTG,2024,Q1,33147140,12.95
ALTG,2024,Q2,33092539,8.04
ALTG,2024,Q3,33256321,6.74
ALTG,2024,Q4,32859690,6.54
ALTG,2025,Q1,33191065,4.69
ALTG,2025,Q2,32047943,6.32
ALTG,2025,Q3,32235283,7.24
ALTG,2025,Q4,32266582,4.6
ALTI,2024,Q1,71742444,5.66
ALTI,2024,Q2,91846903,5.21
ALTI,2024,Q3,93686980,3.74
ALTI,2024,Q4,96100040,4.41
ALTI,2025,Q1,99873686,3.04
ALTI,2025,Q2,101543149,4.15
ALTI,2025,Q3,102464812,3.56
ALTI,2025,Q4,107438077,4.64
ALTO,2024,Q1,76628808,2.18
ALTO,2024,Q2,76486169,1.45
ALTO,2024,Q3,76646125,1.61
ALTO,2024,Q4,76611090,1.56
ALTO,2025,Q1,77210171,1.14
ALTO,2025,Q2,77396807,1.15
ALTO,2025,Q3,77342488,1.08
ALTO,2025,Q4,77292548,2.88
ALTS,2025,Q3,126089629,2.69
ALTS,2025,Q4,126474169,1.1
ALUR,2025,Q3,9262586,
ALUR,2025,Q4,14994486,1.23
ALV,2024,Q1,81374584,120.43
ALV,2024,Q2,80079757,106.99
ALV,2024,Q3,78751746,93.37
ALV,2024,Q4,77714402,93.79
ALV,2025,Q1,77305160,88.45
ALV,2025,Q2,76807215,111.9
ALV,2025,Q3,75965348,123.5
ALV,2025,Q4,74706513,118.7
ALV,2026,Q1,74863338,105.16
ALVO,2025,Q4,312021375,5.13
ALX,2024,Q2,5107290,224.86
ALX,2024,Q3,5107290,242.36
ALX,2024,Q4,5107290,200.06
ALX,2025,Q1,5107290,209.16
ALX,2025,Q2,5107290,225.32
ALX,2025,Q3,5107290,234.49
ALX,2025,Q4,5107290,217.94
ALXO,2024,Q2,52671790,6.03
ALXO,2024,Q3,52743104,1.82
ALXO,2024,Q4,53384145,1.67
ALXO,2025,Q1,53444020,0.62
ALXO,2025,Q2,53551134,0.42
ALXO,2025,Q3,54218001,1.83
ALXO,2025,Q4,131608278,1.13
ALZN,2025,Q2,2896432,
ALZN,2025,Q4,3801604,
ALZN,2026,Q1,3804741,
AM,2024,Q1,481241000,14.06
AM,2024,Q2,481261000,14.74
AM,2024,Q3,481324000,15.05
AM,2024,Q4,478606000,15.09
AM,2025,Q1,479219000,18.0
AM,2025,Q2,478501000,18.95
AM,2025,Q3,476275000,19.44
AM,2025,Q4,473081000,17.79
AMAL,2024,Q2,30643596,27.4
AMAL,2024,Q3,30669303,31.37
AMAL,2024,Q4,30687354,33.47
AMAL,2025,Q1,30589730,28.75
AMAL,2025,Q2,30109078,31.2
AMAL,2025,Q3,29936320,27.15
AMAL,2025,Q4,29829356,32.03
AMAT,2024,Q1,830897356,206.23
AMAT,2024,Q2,827974828,235.99
AMAT,2024,Q3,824404088,202.05
AMAT,2024,Q4,813684638,162.63
AMAT,2025,Q1,812440849,145.12
AMAT,2025,Q2,802498217,183.07
AMAT,2025,Q3,796642427,204.74
AMAT,2025,Q4,792943366,256.99
AMAT,2026,Q1,793609867,341.79
AMBA,2024,Q1,40962191,50.77
AMBA,2024,Q2,40985225,53.95
AMBA,2024,Q3,41274495,56.4
AMBA,2024,Q4,41701953,72.74
AMBA,2025,Q1,42437410,50.33
AMBA,2025,Q2,42414087,66.06
AMBA,2025,Q3,42689006,82.52
AMBA,2025,Q4,43050486,70.84
AMBA,2026,Q1,43788879,51.47
AMBC,2024,Q1,45224972,15.63
AMBC,2024,Q2,47440995,12.82
AMBC,2024,Q3,47443141,11.21
AMBC,2024,Q4,46242182,12.65
AMBC,2025,Q1,46427421,8.75
AMBC,2025,Q2,46401736,7.1
AMBC,2025,Q3,43812035,8.34
AMBC,2025,Q4,44951913,7.78
AMBO,2025,Q4,52498019,
AMBP,2025,Q4,597699586,4.1
AMC,2024,Q1,295587747,3.72
AMC,2024,Q2,361354955,4.98
AMC,2024,Q3,375679699,4.55
AMC,2024,Q4,431949800,3.98
AMC,2025,Q1,433143561,2.87
AMC,2025,Q2,433143561,3.1
AMC,2025,Q3,512943561,2.9
AMC,2025,Q4,512943561,1.56
AMCR,2024,Q1,1445343212,9.51
AMCR,2024,Q2,1445343212,9.78
AMCR,2024,Q3,1445343212,11.33
AMCR,2024,Q4,1445343212,9.41
AMCR,2025,Q1,1445343212,9.7
AMCR,2025,Q2,2305359941,9.19
AMCR,2025,Q3,2308359941,8.18
AMCR,2025,Q4,462045690,8.34
AMCX,2024,Q1,32558862,12.13
AMCX,2024,Q2,32613713,9.66
AMCX,2024,Q3,32636371,8.69
AMCX,2024,Q4,32651186,9.9
AMCX,2025,Q1,33442870,6.88
AMCX,2025,Q2,31899405,6.27
AMCX,2025,Q3,32042361,8.24
AMCX,2025,Q4,31229673,9.52
AMD,2024,Q1,1616313871,180.49
AMD,2024,Q2,1618481845,162.21
AMD,2024,Q3,1622807346,164.08
